,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,-0.0005868944636324251,2.4890718645600707e-05,-0.0008919977692546372,0.0002398281260623219,5.850361691629457e-06,0.0014165124536176265,-0.0003628715378761503,0.0013533650121179267,0.0005885001113251239,-0.0006007031924246521,7.506566511730261e-05,0.0008399302188519137,-8.445540120780952e-05,-0.0007868106024203043,0.001475609675193066,-0.0007451721817957035,0.00022004624217868263,0.001989422379691712,0.0014071616594840638,0.0003328790814089036,-0.000263478937206121,-0.000119169292039337,-0.0007285376905240484,0.0012269401510039786,0.0020563363904669467,0.0014294981777830096,0.00044334885541471816,-0.0005289889319015061,0.0011679527607425272,0.002068274505100451,-0.0003854378363727477,0.0011452817380263327,0.0007664723351291388,0.00018495175008786846
1,0.0006859117853729938,0.0012597081305621325,0.0007918593055378881,-0.0004865984448876685,0.0004970077757879254,0.000307786652346643,0.0016754704979521045,0.0015141575456620198,0.00011253702138435716,-0.0005416995833826343,-6.687096554427657e-05,0.0008153199044777945,-0.00030202087473822284,0.0023100599605084286,3.18483132335758e-05,-0.0012260617879476358,0.0005225415663250388,0.0008826509463095421,0.00038461896723729404,-6.74676398970665e-05,0.0005362174912669191,0.00028583235183743307,0.0009142284967250427,0.000483605479413003,-0.00028088076623256254,0.0009197574895020515,0.0004928567185626591,0.0011141063500165437,0.0018714182407522262,0.002155887909941069,-0.0003884432181371575,0.0007172500714345817,0.000827550311467384,0.000656984666205599
2,0.0020341664537856076,-0.0005434826242979872,-0.0006520786938110354,0.0008347242894653772,-0.001373564380032803,0.0010113202157491492,-6.7888373586044735e-06,0.00023080634347817606,0.00020573956128801656,-0.0007167434849985394,-0.0005382200657290267,-0.00048651544537266705,0.0012154868918570103,0.00017017122271012134,-0.0005593071201230076,0.0003499241725062666,0.0022856221566113404,-0.00014449456170844013,-0.0003318116754825775,-0.0005062753323860911,0.0017561083720841516,-0.0006690419841082118,-0.0005647329288866501,0.00170568936708543,-0.0011482227395495136,0.0008539005581376215,0.0030791283858601095,0.00332257554385459,-0.00043355766210679793,-0.0003326319301973862,0.0008951298445316,-0.00010068810722238572,-0.0008862083588682799,-0.0004666273915236652
3,-3.161716240817515e-05,-0.000240900973153206,0.0012158898798209313,-0.0002729153793282596,-0.0006006072562665987,-0.0001857420486772872,0.000294557030032224,0.00019903413433782104,5.741597793682839e-05,-0.0005534755253277099,-0.00035952961213521305,-0.0001332459742897781,0.00014733972601899668,-0.000589365013469564,-0.00021253134549886136,-0.0004705717069603389,0.00010106880948549615,-0.0002718008248218349,0.0012083725074981404,-0.000302613048370838,5.805999932614376e-05,0.0003807153681891669,-0.0004711225654701488,0.0002337793675014554,0.0007572733003386563,-0.00017332894900798617,-0.00010487931239955814,0.0002476589268307304,0.00016310996324785617,-0.000281730636256697,-1.8686877096451773e-05,-0.0005024516112668427,-0.0005726254015358132,-0.00035785400798340144
4,-0.00010261758333310676,-0.00010567173255797493,9.340691479504685e-05,-0.0006620127810743855,-9.25693201114513e-05,-0.0006533119684256003,-0.0005904659919570419,-0.00044458416531411,0.0005813234063443983,-0.0009098993179312498,-0.00046792786332898955,-0.0007493520934847542,-0.0007737568091447134,0.0006647613584736602,-0.0003061385095039477,-0.0008279240772670831,-7.962875925709581e-05,-0.0010335811683094293,-0.0007585595004051589,-0.0011654302712275388,0.001245453546356836,0.0014258038225142395,-0.00046180003592538246,-0.000701770484436589,-0.0009340018249292358,0.00010016720439485338,0.0008939869628147436,0.0006132836411627176,-0.00033808846886377057,-0.0008290600053402641,-0.0003533535027853546,-0.00041759410572849445,-0.00025338803978090937,-0.0006368357084438107
5,-0.0014410000385324778,0.00037234661764065457,0.006047102290032457,-0.0024027254039884582,-0.003032198135585223,-0.002944642317235625,-0.0011585426458523053,0.00047515755278835484,-0.0011473491216152086,-0.0015303661529380114,-0.000862019311352034,-0.0022479354345284466,9.994598879386926e-05,-0.0002843621648817847,-0.00214870556761009,-0.0019310021487279503,0.0006043204052842486,-0.002333682055460207,-0.0028162883294675046,-0.003144880178304942,-0.0008382036454439005,0.00046080147992749184,-0.001631283983141976,0.009042922377541587,-0.0011860271085703078,-0.0015740322105659793,0.0004905235432448584,-0.0001722921861474655,9.338986243156335e-05,-0.0006724028745264581,-0.0009280234156960035,-0.0018879725334831014,-0.0006923581592081936,-0.0013028498633794645
6,-0.0007810155109511667,-0.001186109587491822,0.006853093936733593,-0.0008878032001021265,-0.0007230417624577822,-0.0013676684380895,-0.00046846774993756726,-0.00048499114325895677,-8.004052694731263e-05,-0.0012110725573307795,-0.00017351320507447731,-0.0013236800410299078,0.0005587734384339527,-0.00011578563844631887,-0.00031922269717994656,-0.00017398023870797823,0.0004009794401466444,-0.0011724895380822876,-0.0010952539839261936,-0.0009490986702635006,0.00187457383342579,0.001398093476507599,-0.00023174115038673577,0.004035622814430046,-0.0007376488025454623,0.0003300781237571712,-0.0005827912252085313,0.0013344227201622352,-0.00027222257594565626,-0.0001869029498786538,0.0001809403253174948,-0.0008413904211880826,0.0007386562799095405,0.0012212772452541275
7,0.0011963880545030716,0.00013833170544334895,0.002341854309292887,0.0035971260452944288,-0.0011894590595847266,-0.0008050296505857002,-0.00020167312398538574,-0.0008076738784104983,-0.0012383886977490636,-0.0010634306141394697,-0.00047259028321070164,0.0002584754894673115,-0.0008815983266846749,-0.0008416861522560348,-0.0002639476032565686,-0.0012406925493492552,-0.00034021133422586,0.0004880218721966587,0.000819325297737617,-0.0007245899530762398,0.0005047868802928751,0.003516462203445042,-0.000999301392204625,0.002590736690485191,-0.0008585618827471132,-0.0006714801847911469,-0.00016452748607985877,0.00039635888480625455,-0.00047525106815944623,0.00046334519441380037,-0.00024114181607221916,0.001380160290036416,-0.0008688586029529237,0.0006740768488159
8,-0.00025527886828468987,-0.000604078378502249,0.000714410227289732,-0.000537978663600879,-0.00014302517757702174,0.0003458974773229398,-2.2652396440648198e-06,-0.00030299610641783677,0.00010784535764050744,-0.0005749033692279506,-0.0002153195775905595,0.00122812722183871,-0.00038953487940743893,-0.00011293317390618143,-0.0004403068689917423,-0.0007429763414721824,0.0007720767763872182,0.0012215964301511284,-0.000677633813043951,-0.00013085789093862023,0.0004047385044494316,-0.0007929624947199845,-0.00045525725061689197,-0.0003375207912465399,-5.5286598347352214e-05,-0.000153216432412784,-0.0001366652654754196,6.643340500439903e-06,0.00033313513125364367,-0.000254813938419343,-0.00042531647344879565,-4.7399677064231637e-05,-0.00033317722387118443,-1.454835173027756e-05
9,0.0005443407950172918,-0.00020876792024217185,0.0002937658374380632,-0.00028155521865572326,-0.0007663626359348631,-0.0005400840182534423,-4.663369012447515e-05,-0.0001878824878511127,-1.1039691558628402e-06,-0.00046307263156562817,0.0003894742118861017,-0.0004793128779266588,-4.5135227772050685e-05,-0.0001621174307679396,-0.00033025515681242074,-0.0003721426412029054,-0.0005754414108811976,-0.0004421661977385007,0.0001337166063041128,0.00018378903375158292,-0.0005184933651149259,-0.00027162227642497016,-0.00024849458514247916,-0.0007466507517972732,-0.00035683791841973044,-0.00025780999085020723,-0.00026605110071310973,0.0002438245315347374,-0.0003351392003850954,0.00014770350157795197,-0.0005081494731664786,-0.00043790296784549087,-4.6207737810832646e-05,-6.314457241048716e-05
