,score,num_features,feature,region,boot_n
244,0.6466194123592237,13,topic10,7,0
245,0.6461213276345652,14,topic49,7,0
246,0.6463314795448725,15,topic53,7,0
247,0.6485379738329325,16,topic59,7,0
248,0.6505594472651892,17,topic37,7,0
249,0.6509521605560731,18,topic40,7,0
250,0.6491493242236557,19,topic30,7,0
251,0.6523540341077838,20,topic9,7,0
252,0.6527288752120204,21,topic1,7,0
253,0.6506254261040829,22,topic44,7,0
254,0.6506964639468805,23,topic48,7,0
255,0.6483070837641514,24,topic7,7,0
256,0.6487970966277533,25,topic27,7,0
257,0.6516540982017083,26,topic6,7,0
258,0.6507726940151566,27,topic34,7,0
259,0.6514925994936979,28,topic5,7,0
260,0.652057844971734,29,topic12,7,0
261,0.6526888404208304,30,topic19,7,0
262,0.6528243062667538,31,topic20,7,0
263,0.6507779887187697,32,topic26,7,0
264,0.5253878749932218,0,topic57,8,0
265,0.5426220363413499,1,topic15,8,0
266,0.5570145690754255,2,topic39,8,0
267,0.568712942050314,3,topic32,8,0
268,0.5748262411079206,4,topic59,8,0
269,0.5794144121990312,5,topic38,8,0
270,0.584263116014129,6,topic53,8,0
271,0.5907883953083365,7,topic37,8,0
272,0.5948871568171242,8,topic20,8,0
273,0.5963419363137326,9,topic26,8,0
274,0.601187991893879,10,topic58,8,0
275,0.6020465149858572,11,topic30,8,0
276,0.6025914996702316,12,topic49,8,0
277,0.6057884898881561,13,topic29,8,0
278,0.6072713123013035,14,topic19,8,0
279,0.6078030778795457,15,topic27,8,0
280,0.6087606544166884,16,topic1,8,0
281,0.6098880143408227,17,topic48,8,0
282,0.6114459993366802,18,topic34,8,0
283,0.6115557245381668,19,topic9,8,0
284,0.6112827860944966,20,topic11,8,0
285,0.6114612046190261,21,topic10,8,0
286,0.6113918492372452,22,topic4,8,0
287,0.6112686747853984,23,topic7,8,0
288,0.6119339555424406,24,topic23,8,0
289,0.6111596620852201,25,topic2,8,0
290,0.6121437272771983,26,topic6,8,0
291,0.6114688182945115,27,topic35,8,0
292,0.6114039964387545,28,topic50,8,0
293,0.6108881486441667,29,topic40,8,0
294,0.6112366311424864,30,topic12,8,0
295,0.6098370957185607,31,topic44,8,0
296,0.607358593711577,32,topic5,8,0
