,score,num_features,feature,region,boot_n
0,0.5269596012776842,0,topic59,0,0
1,0.5517110545221605,1,topic50,0,0
2,0.5628076880464855,2,topic44,0,0
3,0.569711071236969,3,topic15,0,0
4,0.5759527045014764,4,topic39,0,0
5,0.5813708937344558,5,topic48,0,0
6,0.5869187310613412,6,topic29,0,0
7,0.5887962623508962,7,topic53,0,0
8,0.5904840477446661,8,topic19,0,0
9,0.5917932267469128,9,topic20,0,0
10,0.5924309818489537,10,topic26,0,0
11,0.5933535032719666,11,topic30,0,0
12,0.5947322325662403,12,topic49,0,0
13,0.5958435410144846,13,topic58,0,0
14,0.5989361897516533,14,topic10,0,0
15,0.6037306497777084,15,topic34,0,0
16,0.6071999871652924,16,topic6,0,0
17,0.6093485538352917,17,topic27,0,0
18,0.6112352426604059,18,topic12,0,0
19,0.6120026458563527,19,topic35,0,0
20,0.6115531613408722,20,topic38,0,0
21,0.6111168913272489,21,topic4,0,0
22,0.6099502799661763,22,topic7,0,0
23,0.6102219792625859,23,topic9,0,0
24,0.6095618521231291,24,topic1,0,0
25,0.6080845618760412,25,topic11,0,0
26,0.6087353840026448,26,topic57,0,0
27,0.607496935647061,27,topic23,0,0
28,0.6058928004472224,28,topic2,0,0
29,0.6062237861522515,29,topic40,0,0
30,0.6034503839274795,30,topic32,0,0
31,0.6013957313348188,31,topic37,0,0
32,0.5971691811641888,32,topic5,0,0
33,0.5659178061606028,0,topic23,1,0
34,0.5835630324794134,1,topic35,1,0
35,0.5939280421467266,2,topic15,1,0
36,0.6051915754613738,3,topic48,1,0
37,0.6108429620436617,4,topic7,1,0
38,0.6158787323219168,5,topic10,1,0
39,0.6188448853644771,6,topic4,1,0
40,0.6237631652953992,7,topic34,1,0
41,0.6262753976777546,8,topic44,1,0
42,0.6270154885420192,9,topic27,1,0
43,0.6315107062862992,10,topic32,1,0
44,0.6323654705395897,11,topic53,1,0
45,0.6352958809104904,12,topic11,1,0
46,0.6389018808937985,13,topic38,1,0
47,0.6391655096539625,14,topic9,1,0
48,0.6405766648403578,15,topic12,1,0
49,0.6395160489242598,16,topic26,1,0
50,0.639512122588916,17,topic40,1,0
51,0.6384083555567285,18,topic30,1,0
52,0.6392533805586185,19,topic50,1,0
53,0.6385346615010417,20,topic49,1,0
54,0.6374077154807749,21,topic57,1,0
55,0.6363250776763928,22,topic5,1,0
56,0.6358478500338933,23,topic19,1,0
57,0.6345835837295455,24,topic20,1,0
58,0.6329139466926872,25,topic59,1,0
59,0.6288047683114819,26,topic29,1,0
60,0.6262624521274698,27,topic1,1,0
61,0.6218033962228408,28,topic39,1,0
62,0.6173185718815248,29,topic58,1,0
63,0.6180480725161159,30,topic2,1,0
64,0.603105765816673,31,topic37,1,0
65,0.5938496430458375,32,topic6,1,0
66,0.5639312187876979,0,topic15,2,0
67,0.5759512180686224,1,topic37,2,0
68,0.5840640723694583,2,topic44,2,0
69,0.5906327279718937,3,topic32,2,0
70,0.5949504873736292,4,topic58,2,0
71,0.5993376287536952,5,topic53,2,0
72,0.6032482438905605,6,topic59,2,0
73,0.6065475160437701,7,topic10,2,0
74,0.6077544828422813,8,topic50,2,0
75,0.6098705579905055,9,topic4,2,0
76,0.611209566396033,10,topic26,2,0
77,0.6142792638761042,11,topic9,2,0
78,0.6162044434703912,12,topic11,2,0
79,0.6172957628238197,13,topic35,2,0
80,0.6190992954734031,14,topic6,2,0
81,0.6200962244680088,15,topic38,2,0
82,0.6215081063509659,16,topic12,2,0
83,0.6220867650082974,17,topic5,2,0
84,0.6236088198251746,18,topic48,2,0
85,0.6244453323041745,19,topic57,2,0
86,0.625899433884606,20,topic7,2,0
87,0.6260591867342986,21,topic39,2,0
88,0.6267701460301927,22,topic19,2,0
89,0.6262018530760382,23,topic49,2,0
90,0.6257436035400307,24,topic40,2,0
91,0.6253263687804111,25,topic27,2,0
92,0.6248747043716278,26,topic34,2,0
93,0.6253035626880089,27,topic23,2,0
94,0.6237482580372427,28,topic30,2,0
95,0.6222694302999459,29,topic29,2,0
96,0.6200214553840363,30,topic1,2,0
97,0.6188800296713424,31,topic20,2,0
98,0.6158573916931305,32,topic2,2,0
99,0.5253168606546688,0,topic23,3,0
100,0.5403884242957746,1,topic35,3,0
101,0.5517921475612936,2,topic10,3,0
102,0.5576344059728743,3,topic29,3,0
103,0.5647936228482003,4,topic2,3,0
104,0.5686157162884716,5,topic34,3,0
105,0.5792330953312468,6,topic58,3,0
106,0.5876424344679185,7,topic15,3,0
