,score,num_features,feature,region,boot_n
0,0.5286900668729143,0,topic11,0,0
1,0.5535585820459252,1,topic39,0,0
2,0.570061046978555,2,topic30,0,0
3,0.5725716748985269,3,topic6,0,0
4,0.5743022511141848,4,topic15,0,0
5,0.5769844917572755,5,topic27,0,0
6,0.5777687057994247,6,topic7,0,0
7,0.5795292502994603,7,topic29,0,0
8,0.5811985006736291,8,topic9,0,0
9,0.5817120082101668,9,topic34,0,0
10,0.5819395491624852,10,topic24,0,0
11,0.5813486500920763,11,topic8,0,0
12,0.5824961904661943,12,topic36,0,0
13,0.5822859137622614,13,topic1,0,0
14,0.5841670739893754,14,topic18,0,0
15,0.5850014525599982,15,topic37,0,0
16,0.5851038762127589,16,topic28,0,0
17,0.5846434284819539,17,topic25,0,0
18,0.5827857307969605,18,topic4,0,0
19,0.581783376822009,19,topic20,0,0
20,0.5810172594958123,20,topic19,0,0
21,0.5781823670992438,21,topic35,0,0
22,0.5353166833336425,0,topic11,0,1
23,0.5591938288825326,1,topic39,0,1
24,0.5759585132615471,2,topic30,0,1
25,0.5804379280750467,3,topic19,0,1
26,0.5845098787436085,4,topic34,0,1
27,0.5869916167333904,5,topic29,0,1
28,0.5898105304672233,6,topic4,0,1
29,0.5911038396117364,7,topic35,0,1
30,0.5931777789331659,8,topic8,0,1
31,0.5939361991189854,9,topic9,0,1
32,0.594872917235735,10,topic15,0,1
33,0.595602714336393,11,topic36,0,1
34,0.5961504582337134,12,topic7,0,1
35,0.5979728441953713,13,topic1,0,1
36,0.597468792559728,14,topic28,0,1
37,0.5976696209784708,15,topic24,0,1
38,0.5956025029000308,16,topic25,0,1
39,0.5946263785804573,17,topic27,0,1
40,0.5965088109510196,18,topic6,0,1
41,0.5964265741089143,19,topic37,0,1
42,0.5936420712097987,20,topic18,0,1
43,0.5909390765071476,21,topic20,0,1
44,0.525167971441081,0,topic11,0,2
45,0.543220670413461,1,topic39,0,2
46,0.5535524894736674,2,topic30,0,2
47,0.5578344950214545,3,topic6,0,2
48,0.5634296864160554,4,topic19,0,2
