1,0.63683,0.24691,0.073939,-0.10651,-0.15687,0.16032,-0.0032296,0.015907,-0.080779,0.44532,0.20685,0.32488,0.095086,0.16441,-0.029866,0.36261,0.31689,0.54193,0.44868,-0.12703,-0.15483,0.064211,-0.048256,-0.077075,-0.13808,0.010799,-0.037916,0.18485,0.11868,-0.070177,-0.13978,0.17042,0.027304,-0.16464,-0.27293,-0.17711,-0.22977,-0.13707,-0.15731,0.010383,-0.051074,-0.18667,-0.15787,-0.12031,-0.086868,-0.19406,-0.22576,-0.041959,-0.052744,-0.074017,-0.1129,-0.040905,-0.12279,-0.21616,-0.21435,0.69748,0.49453,0.28551,0.12249,0.32734,0.02973,0.29963,0.077209,0.022151,-0.10599,-0.12991,-0.26822,0.46461,0.30748,-0.097248,-0.17133,0.045089,0.043693,-0.04108,-0.036598,-0.097981,-0.1751,0.21363,0.20423,0.22715,0.17016,0.067657,0.044093,0.14526,-0.063958,-0.065054,-0.089422,0.0047496,-0.099158,-0.31632,-0.2442,-0.26725,-0.21805,-0.045573,-0.10581,-0.16779,-0.11415,-0.26545,-0.18886,-0.25806,-0.15518,-0.2223,-0.18382,-0.30737,-0.25874,-0.27995,-0.19807,-0.049232,-0.08352,-0.21835,-0.21881,-0.24218,-0.21548,-0.21597,-0.076174
0.63683,1,0.031847,0.11708,-0.1622,-0.17572,-0.13035,0.01021,-0.16211,-0.11348,0.14933,0.22414,-0.0081488,0.08515,0.02307,0.016233,0.44613,0.57454,0.46969,0.59353,-0.10947,-0.13233,-0.039295,-0.033288,-0.097491,-0.11157,-0.020612,-0.0085394,0.20963,0.29054,-0.096509,-0.067143,0.22529,0.20797,-0.1992,-0.25921,-0.19306,-0.18714,-0.12523,-0.1034,0.04107,0.037745,-0.16568,-0.10384,-0.032501,0.047327,-0.14388,-0.14261,-0.016022,0.026451,-0.11303,-0.026072,-0.05813,-0.039699,-0.23402,-0.12972,0.72182,0.78513,0.077851,0.1595,0.048003,0.065358,0.25605,0.26548,-0.12189,-0.12042,-0.17604,-0.20164,0.54401,0.43371,-0.20034,-0.18814,0.012208,0.10242,-0.069445,-0.0058477,-0.20418,-0.17515,0.3032,0.37463,0.31007,0.38496,0.065161,0.18044,0.049544,0.07024,-0.056967,-0.02936,-0.14696,-0.054039,-0.37078,-0.31765,-0.35922,-0.29909,-0.028539,-0.081242,-0.10817,-0.10163,-0.23275,-0.27195,-0.31619,-0.25225,-0.18271,-0.23288,-0.34614,-0.32905,-0.33115,-0.27688,-0.083036,-0.071025,-0.19485,-0.23844,-0.2916,-0.21122,-0.27507,-0.10729
0.24691,0.031847,1,0.53451,0.28718,0.081433,0.7058,0.23916,0.40358,0.11374,0.16149,-0.10693,0.31518,0.036118,0.3791,0.10825,-0.1253,-0.1496,0.35683,0.1263,0.078631,-0.017617,0.70008,0.55047,0.39502,0.30996,0.28531,0.18041,-0.066524,-0.1773,0.39744,0.30112,0.14984,-0.016959,0.30273,0.12779,0.11223,-0.030801,0.05732,-0.043937,0.073976,0.0065767,-0.084018,-0.13012,-0.14174,-0.21825,-0.17103,-0.18303,-0.16576,-0.20038,-0.1083,-0.16624,-0.099129,-0.082484,-0.15001,-0.18901,0.03857,-0.057555,0.10615,-0.075191,0.19474,-0.033225,-0.039543,-0.22959,0.51743,0.2409,0.16543,-0.10178,0.12981,0.034761,0.22992,0.17903,0.14544,0.018355,0.068407,-0.012511,0.11552,-0.017928,-0.032438,-0.031535,-0.10204,-0.054893,0.089604,-0.099351,0.2876,0.098983,0.15928,0.08287,0.20674,0.019671,0.050361,0.21185,0.12432,0.28868,-0.0046288,-0.047754,-0.049936,-0.094083,-0.13821,-0.0026505,-0.081022,0.17418,-0.15087,-0.050688,-0.034199,0.082895,-0.10683,-0.079769,0.0012199,0.020978,0.015785,-0.047214,-0.083987,-0.091295,0.015561,0.023605
0.073939,0.11708,0.53451,1,0.13816,0.23322,0.46776,0.69561,0.25943,0.37827,-0.069523,0.20758,0.0078535,0.26257,0.09756,0.25355,-0.13039,-0.096695,0.22981,0.25982,0.014472,-0.0054865,0.4191,0.63119,0.16794,0.34823,0.058956,0.098903,-0.04307,-0.0061491,0.28237,0.4337,0.13614,0.25408,0.1053,0.16318,-0.061232,-0.08799,-0.055807,-0.051424,0.0055705,0.0032824,-0.15745,-0.17632,-0.15246,-0.15349,-0.22715,-0.19865,-0.20128,-0.17952,-0.19086,-0.13299,-0.1573,-0.12993,-0.22768,-0.20184,-0.034755,0.0097005,-0.023205,0.15692,0.082828,0.34765,-0.020772,0.11437,0.25562,0.43785,0.1246,0.16536,0.10765,0.11964,0.098907,0.17869,0.094113,0.082215,0.025326,0.037796,0.034212,0.077193,-0.055159,-0.049809,-0.090957,0.018335,-0.01977,-0.002398,0.047514,0.24801,0.021774,0.065576,0.035939,0.095293,0.13145,0.06553,0.2095,0.10416,-0.029483,-0.047438,-0.12061,-0.14186,-0.083585,-0.12246,0.086153,0.077651,-0.083728,-0.10117,0.0016439,-0.023979,-0.088072,-0.088992,-0.0066168,0.019503,-0.0058287,-0.076785,-0.086898,-0.10957,-0.024933,0.0070551
-0.10651,-0.1622,0.28718,0.13816,1,0.588,0.2057,0.06724,0.55282,0.33583,0.025471,-0.10594,0.12766,0.024149,0.39203,0.28153,-0.11962,-0.14569,-0.0022122,-0.075071,0.45718,0.41403,0.31564,0.24667,0.44837,0.40094,0.49023,0.46048,-0.076983,-0.097536,0.15156,0.1115,-0.03378,-0.082263,0.15354,0.068018,0.028903,0.037691,0.21868,0.18893,0.073729,0.088643,-0.027448,-0.088131,-0.052171,-0.095283,-0.053512,-0.062715,-0.082577,-0.082544,-0.021678,-0.035232,0.0306,0.1017,0.07656,0.041211,-0.159,-0.17754,-0.029813,-0.078616,0.03832,-0.026485,-0.082827,-0.12476,0.24159,0.12773,0.081656,-0.02036,-0.077405,-0.065283,0.095059,0.078337,-0.011662,-0.072671,0.10553,0.061212,-0.052284,-0.10433,-0.065307,-0.065174,-0.030133,-0.024753,0.25419,0.15978,0.21292,0.16097,0.22977,0.24431,0.31955,0.21591,0.12008,0.18099,0.19188,0.26232,0.017527,-0.0032096,-0.030943,-0.079454,-0.063276,0.015846,0.078916,0.19551,-0.0013888,0.089067,0.047743,0.090713,0.04139,0.027808,0.043611,-0.018269,-0.020859,0.030257,0.064868,0.055526,0.038402,0.047995
-0.15687,-0.17572,0.081433,0.23322,0.588,1,0.12364,0.27358,0.43063,0.58283,-0.072388,0.05433,0.0063793,0.11222,0.2209,0.34437,-0.13646,-0.14291,-0.077787,-0.089456,0.37511,0.4317,0.11341,0.20599,0.25209,0.39352,0.31869,0.49908,-0.068123,-0.02911,0.03148,0.077332,-0.11419,-0.030522,0.037248,0.08273,-0.00026359,0.035701,0.18504,0.24273,0.038222,0.11078,-0.047185,-0.090415,-0.055575,-0.069117,-0.049064,-0.051534,-0.084209,-0.059028,-0.031241,0.0015374,0.033331,0.098656,0.092867,0.094635,-0.19467,-0.17135,-0.028359,0.044052,0.042897,0.17093,-0.078399,-0.00031718,0.081656,0.20053,0.034588,0.062793,-0.1016,-0.071137,0.029309,0.056667,-0.072946,-0.090841,0.037845,0.030785,-0.10575,-0.083711,-0.082179,-0.085455,-0.02086,-0.016274,0.17435,0.16275,0.041815,0.15181,0.2131,0.23459,0.26464,0.3026,0.1759,0.1082,0.26091,0.16162,0.0089492,0.018757,-0.021111,-0.045582,0.010875,0.0011652,0.23139,0.16706,0.12316,0.13114,0.10558,0.057349,0.10694,0.065006,0.015927,-0.021579,-0.0050471,0.02169,0.081999,0.091922,0.038683,0.060388
0.16032,-0.13035,0.7058,0.46776,0.2057,0.12364,1,0.50609,0.49764,0.26184,0.2951,0.083293,0.5013,0.11955,0.28957,0.075773,-0.14462,-0.20594,0.23226,0.065609,-0.056227,-0.10226,0.4521,0.31183,0.096997,0.10455,0.0046263,-0.055871,0.057721,-0.079746,0.33625,0.2608,0.15761,0.071231,0.11836,0.031633,-0.026083,-0.11528,-0.058581,-0.15767,-0.039162,-0.086897,-0.14175,-0.18911,-0.16569,-0.24509,-0.21646,-0.25583,-0.20572,-0.26033,-0.14161,-0.245,-0.15414,-0.18881,-0.18712,-0.2905,-0.11874,-0.20148,0.16594,-0.018896,0.43529,0.20809,0.089969,-0.042433,0.41708,0.23336,0.19251,-0.019345,-0.023923,-0.058857,0.23378,0.17856,0.18027,0.081901,0.11378,0.068033,0.17976,0.067935,-0.10236,-0.12723,-0.11847,-0.1468,0.0042553,-0.11563,0.10357,-0.06631,-0.033466,-0.11862,0.18965,-0.053991,0.12944,0.18594,0.17719,0.22836,-0.033675,-0.073701,-0.07933,-0.13756,-0.042949,0.01251,0.071025,0.22367,-0.071582,-0.005066,-0.0021011,0.070391,-0.053359,-0.026378,0.004847,0.0069085,0.0037543,0.0044181,0.00089957,-0.0618,0.038941,0.04999
-0.0032296,0.01021,0.23916,0.69561,0.06724,0.27358,0.50609,1,0.33274,0.56145,0.034255,0.4758,0.14076,0.45673,0.034896,0.26036,-0.12845,-0.077859,0.089659,0.12732,-0.086875,-0.091245,0.15194,0.34095,-0.099135,0.13391,-0.16516,-0.058129,0.08304,0.12989,0.1428,0.3345,0.083971,0.29272,-0.06879,0.038366,-0.16666,-0.13437,-0.1396,-0.13571,-0.057421,-0.040619,-0.17756,-0.172,-0.16618,-0.14489,-0.2263,-0.21227,-0.20627,-0.1605,-0.18968,-0.13485,-0.1671,-0.15742,-0.22741,-0.22057,-0.14801,-0.06387,0.044024,0.25512,0.27938,0.62604,0.041456,0.31603,0.098358,0.39773,0.030696,0.1506,-0.054208,-0.020674,0.041074,0.16114,0.084919,0.097778,0.049276,0.073363,0.061025,0.12801,-0.096063,-0.097411,-0.099768,-0.022317,-0.069346,0.020307,-0.17327,0.082815,-0.098842,-0.13161,0.021555,0.11309,0.14814,0.027708,0.19326,0.040569,-0.063759,-0.075246,-0.17136,-0.1727,0.0019087,-0.093827,0.20264,0.12312,-0.011147,-0.041813,-0.011457,-0.039207,-0.044353,-0.06114,-0.022043,-0.0071521,-0.023973,-0.029595,-0.0078671,-0.074953,-0.012533,0.030917
0.015907,-0.16211,0.40358,0.25943,0.55282,0.43063,0.49764,0.33274,1,0.59424,0.18949,0.083266,0.41975,0.18255,0.47441,0.29924,-0.12502,-0.16115,0.08673,-0.043086,0.11726,0.084341,0.37148,0.26681,0.23886,0.24701,0.21736,0.22335,-0.013995,-0.071597,0.13954,0.11738,-0.020437,-0.054682,0.09435,-0.0018096,-0.01443,-0.071458,0.013968,-0.061563,0.022156,-0.0355,-0.099065,-0.16628,-0.13209,-0.18722,-0.13735,-0.15663,-0.1629,-0.16543,-0.10281,-0.14937,-0.020638,-0.0013017,-0.077255,-0.1359,-0.13967,-0.15387,0.099302,-0.011674,0.31022,0.19303,-0.010234,-0.051828,0.34629,0.20503,0.053774,-0.079421,-0.016589,-0.027055,0.12698,0.10913,0.044568,-0.039579,0.060032,0.0040457,0.019554,-0.057706,-0.072468,-0.080759,-0.074882,-0.067699,0.10045,0.029756,0.13145,0.059138,0.057139,0.0011041,0.267,0.15306,0.17345,0.24853,0.22017,0.28965,-0.022666,-0.059738,-0.1048,-0.1418,-0.030728,0.017047,0.10354,0.2335,-0.0070084,0.044832,-0.020334,0.036502,0.042982,0.070838,0.012542,-0.02676,-0.037073,0.010358,0.056205,-0.017181,0.020445,0.0035776
-0.080779,-0.11348,0.11374,0.37827,0.33583,0.58283,0.26184,0.56145,0.59424,1,0.053836,0.27725,0.17854,0.35107,0.27255,0.45229,-0.12368,-0.11089,0.0051208,-0.01962,0.087595,0.12947,0.15665,0.27375,0.060768,0.23741,0.11251,0.21748,-0.017236,0.048732,0.04025,0.16955,-0.08152,0.050806,-0.014065,0.028857,-0.070015,-0.046474,-0.030615,-0.0070317,-0.014963,0.014151,-0.14707,-0.18122,-0.16769,-0.15858,-0.1579,-0.15461,-0.20305,-0.14611,-0.15514,-0.13714,-0.047759,-0.023536,-0.09059,-0.08402,-0.17831,-0.1197,-0.011162,0.10879,0.19557,0.42698,-0.045952,0.092326,0.15442,0.30204,-0.071239,-0.018454,-0.04467,-0.014495,0.041464,0.1179,-0.0037164,-0.0040242,0.041697,0.041064,-0.035087,-0.0014784,-0.064126,-0.047377,-0.048171,-0.025637,0.023035,0.076619,-0.014201,0.11711,-0.0056173,-0.020775,0.18906,0.26744,0.22921,0.13027,0.30774,0.1675,-0.022991,-0.027372,-0.13195,-0.13178,0.018369,-0.044576,0.24773,0.18029,0.071427,0.065477,0.045854,-0.0019143,0.080256,0.061753,0.0014429,-0.0051101,-0.026785,0.010877,0.06046,0.00073043,0.02042,0.032602
