,score,num_features,feature,region,boot_n
0,0.5262096607833915,0,topic11,0,0
1,0.5456175258718488,1,topic14,0,0
2,0.5566824502975312,2,topic45,0,0
3,0.5638682489500213,3,topic52,0,0
4,0.5713791285709976,4,topic17,0,0
5,0.576828792971325,5,topic74,0,0
6,0.5814686138272651,6,topic69,0,0
7,0.5851904747539911,7,topic57,0,0
8,0.5881590986283004,8,topic31,0,0
9,0.590056564984232,9,topic49,0,0
10,0.5948276384047572,10,topic6,0,0
11,0.5963032458266683,11,topic73,0,0
12,0.6000137683341018,12,topic33,0,0
13,0.6005501723414677,13,topic53,0,0
14,0.601925580750057,14,topic27,0,0
15,0.6022347413710423,15,topic26,0,0
16,0.601912153372381,16,topic10,0,0
17,0.6011661321522218,17,topic56,0,0
18,0.6017316970164237,18,topic13,0,0
19,0.602896569529872,19,topic71,0,0
20,0.6031737485216313,20,topic9,0,0
21,0.6032489092651521,21,topic79,0,0
22,0.6026975035926326,22,topic40,0,0
23,0.6015833538283013,23,topic60,0,0
24,0.6016129740263112,24,topic72,0,0
25,0.6007755439125653,25,topic4,0,0
26,0.5997244293287235,26,topic39,0,0
27,0.5994078106774072,27,topic24,0,0
28,0.6005162635672261,28,topic67,0,0
29,0.6005739296757682,29,topic2,0,0
30,0.60003464956628,30,topic43,0,0
31,0.5997911580298332,31,topic21,0,0
32,0.5993527231431818,32,topic23,0,0
33,0.599245393902094,33,topic46,0,0
34,0.5984208764951179,34,topic12,0,0
35,0.5984960372386385,35,topic68,0,0
36,0.5993834029577629,36,topic32,0,0
37,0.5992655224411214,37,topic30,0,0
38,0.596031976676693,38,topic50,0,0
39,0.5950966536511093,39,topic36,0,0
40,0.5926610983408697,40,topic42,0,0
41,0.594546766936335,41,topic62,0,0
42,0.5914436865927531,42,topic48,0,0
43,0.5900703118128152,43,topic5,0,0
44,0.5246009951798133,0,topic11,0,1
45,0.5440428687148489,1,topic14,0,1
46,0.5527487978339729,2,topic52,0,1
47,0.5594787838999961,3,topic57,0,1
48,0.5644567965358986,4,topic6,0,1
49,0.5680609780924823,5,topic45,0,1
50,0.5718855786498902,6,topic17,0,1
51,0.5761035704654858,7,topic73,0,1
52,0.580058872981636,8,topic74,0,1
53,0.584825836374691,9,topic49,0,1
54,0.5887319539356117,10,topic21,0,1
55,0.5902651647399643,11,topic56,0,1
56,0.5907933170578226,12,topic39,0,1
57,0.5918343618745916,13,topic9,0,1
58,0.5939411629217664,14,topic71,0,1
59,0.5951216891397698,15,topic53,0,1
60,0.595105601133294,16,topic10,0,1
61,0.5950340332916809,17,topic43,0,1
62,0.5951842920423431,18,topic62,0,1
63,0.5950256477565636,19,topic60,0,1
64,0.5955843197123174,20,topic72,0,1
65,0.5948593009994257,21,topic50,0,1
66,0.5944977442223107,22,topic40,0,1
67,0.593673464124374,23,topic2,0,1
68,0.5929115381454053,24,topic12,0,1
69,0.5913899328780088,25,topic67,0,1
70,0.5908861613534695,26,topic68,0,1
71,0.5903507004716273,27,topic27,0,1
72,0.5914970527697436,28,topic69,0,1
73,0.5905249984837293,29,topic32,0,1
74,0.5891608677827047,30,topic46,0,1
75,0.590057699945114,31,topic13,0,1
76,0.5889104267111955,32,topic5,0,1
77,0.58772897955739,33,topic23,0,1
78,0.5887225885422597,34,topic4,0,1
79,0.58972755428048,35,topic36,0,1
80,0.5901044341636001,36,topic24,0,1
81,0.5903774141568242,37,topic31,0,1
82,0.5880996911347176,38,topic42,0,1
83,0.5891951388154906,39,topic79,0,1
84,0.5843331182620889,40,topic26,0,1
85,0.5787845793498714,41,topic30,0,1
86,0.5801238131407116,42,topic48,0,1
87,0.567801209818087,43,topic33,0,1
88,0.5294902047719857,0,topic14,0,2
89,0.5523630946917387,1,topic11,0,2
90,0.5627479766130247,2,topic6,0,2
91,0.5688173621917925,3,topic43,0,2
92,0.5701533750745922,4,topic79,0,2
93,0.5725759020644166,5,topic73,0,2
94,0.5750830315274393,6,topic36,0,2
95,0.5770832673536238,7,topic45,0,2
96,0.5802331596168627,8,topic69,0,2
97,0.5857706634579324,9,topic33,0,2
98,0.5866303107808416,10,topic12,0,2
99,0.5906601470627996,11,topic71,0,2
