sil,n_clusters
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.1265454458791438,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.12466333707737147,9
0.12466333707737147,9
0.13934112480827754,9
0.13934112480827754,9
0.12466333707737147,9
0.13934112480827754,9
0.12466333707737147,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.12466333707737147,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.13934112480827754,9
0.12466333707737147,9
0.13934112480827754,9
0.12466333707737147,9
0.12466333707737147,9
0.12466333707737147,9
0.12466333707737147,9
0.12466333707737147,9
0.12466333707737147,9
0.12466333707737147,9
0.12258500049003888,9
0.12466333707737147,9
0.12258500049003888,9
0.12258500049003888,9
0.12258500049003888,9
0.12466333707737147,9
0.12466333707737147,9
0.12258500049003888,9
0.12466333707737147,9
0.12466333707737147,9
0.12466333707737147,9
0.12258500049003888,9
0.12466333707737147,9
0.12258500049003888,9
0.12466333707737147,9
0.12466333707737147,9
0.12258500049003888,9
0.12258500049003888,9
0.12466333707737147,9
0.12258500049003888,9
0.12466333707737147,9
0.12258500049003888,9
0.12258500049003888,9
0.12466333707737147,9
0.12466333707737147,9
0.12042447527849078,9
0.12466333707737147,9
0.12466333707737147,9
0.12466333707737147,9
0.12466333707737147,9
0.12042447527849078,9
0.12042447527849078,9
0.12042447527849078,9
0.12258500049003888,9
0.12466333707737147,9
0.12466333707737147,9
0.12258500049003888,9
0.12042447527849078,9
0.12258500049003888,9
0.12042447527849078,9
0.12258500049003888,9
0.12258500049003888,9
0.12258500049003888,9
0.12042447527849078,9
0.12258500049003888,9
0.12258500049003888,9
0.12042447527849078,9
0.12042447527849078,9
0.12042447527849078,9
0.12042447527849078,9
0.12042447527849078,9
0.13446810515915328,9
0.12258500049003888,9
0.12258500049003888,9
0.13446810515915328,9
0.13446810515915328,9
0.13446810515915328,9
0.13446810515915328,9
0.12258500049003888,9
0.13446810515915328,9
0.12042447527849078,9
0.12258500049003888,9
0.12042447527849078,9
0.13446810515915328,9
0.12258500049003888,9
0.12258500049003888,9
0.12042447527849078,9
0.12258500049003888,9
0.12258500049003888,9
0.12258500049003888,9
0.12258500049003888,9
0.12042447527849078,9
0.12258500049003888,9
0.12258500049003888,9
0.12042447527849078,9
0.13446810515915328,9
0.13446810515915328,9
0.12042447527849078,9
0.13446810515915328,9
0.12678014353724035,9
0.13446810515915328,9
0.12042447527849078,9
0.12678014353724035,9
0.12678014353724035,9
0.13446810515915328,9
0.12678014353724035,9
0.12042447527849078,9
0.12678014353724035,9
0.12042447527849078,9
0.13446810515915328,9
0.12678014353724035,9
0.12678014353724035,9
0.12042447527849078,9
0.13446810515915328,9
0.12042447527849078,9
0.12042447527849078,9
0.13446810515915328,9
0.12678014353724035,9
0.12042447527849078,9
0.12042447527849078,9
0.12678014353724035,9
0.12678014353724035,9
0.13446810515915328,9
0.12042447527849078,9
0.12678014353724035,9
0.12042447527849078,9
0.12042447527849078,9
0.12042447527849078,9
0.12675577177818054,9
0.12042447527849078,9
0.12675577177818054,9
0.12042447527849078,9
0.12675577177818054,9
0.13446810515915328,9
0.12678014353724035,9
0.12675577177818054,9
0.12675577177818054,9
0.12675577177818054,9
0.12678014353724035,9
0.12675577177818054,9
0.13446810515915328,9
0.13446810515915328,9
0.12678014353724035,9
0.13446810515915328,9
0.12678014353724035,9
0.13446810515915328,9
0.12675577177818054,9
0.13446810515915328,9
0.13446810515915328,9
0.12675577177818054,9
0.13446810515915328,9
0.12675577177818054,9
0.12675577177818054,9
0.13446810515915328,9
0.13446810515915328,9
0.11884991630272924,9
0.11884991630272924,9
0.11884991630272924,9
0.12675577177818054,9
0.12675577177818054,9
0.11884991630272924,9
0.11884991630272924,9
0.11884991630272924,9
0.12675577177818054,9
0.11884991630272924,9
0.11884991630272924,9
0.12675577177818054,9
0.12678014353724035,9
0.12678014353724035,9
0.13446810515915328,9
0.11884991630272924,9
0.12678014353724035,9
0.13446810515915328,9
0.13446810515915328,9
0.13446810515915328,9
0.11884991630272924,9
0.13446810515915328,9
0.11884991630272924,9
0.13446810515915328,9
0.12678014353724035,9
0.12678014353724035,9
0.12678014353724035,9
0.13081677974187483,9
0.13081677974187483,9
0.13081677974187483,9
0.12678014353724035,9
0.12678014353724035,9
0.12678014353724035,9
0.12678014353724035,9
0.12678014353724035,9
0.13081677974187483,9
0.13081677974187483,9
0.11884991630272924,9
0.13081677974187483,9
0.13081677974187483,9
0.13081677974187483,9
0.11884991630272924,9
0.11884991630272924,9
0.11884991630272924,9
0.13081677974187483,9
0.13081677974187483,9
0.13081677974187483,9
0.12675577177818054,9
0.12675577177818054,9
0.12387275060144866,9
0.12387275060144866,9
0.12387275060144866,9
0.12678014353724035,9
0.12675577177818054,9
0.12678014353724035,9
0.12678014353724035,9
0.12678014353724035,9
0.12387275060144866,9
0.12678014353724035,9
0.12678014353724035,9
0.12675577177818054,9
0.12387275060144866,9
0.12387275060144866,9
0.13081677974187483,9
0.12387275060144866,9
0.12387275060144866,9
0.12675577177818054,9
0.12675577177818054,9
0.12675577177818054,9
0.12675577177818054,9
0.12387275060144866,9
0.12387275060144866,9
0.12675577177818054,9
0.13081677974187483,9
0.12675577177818054,9
0.12387275060144866,9
0.13081677974187483,9
