sil,n_clusters
0.13254473695663951,12
0.12829367109910583,12
0.13057584511556075,12
0.13126904704996042,12
0.1253264655655527,12
0.13154018771865947,12
0.1269432447705988,12
0.13151101424761233,12
0.13105296605695715,12
0.1306942019786096,12
0.12712000868596596,12
0.13562106193922535,12
0.1293070561020773,12
0.1275911005701808,12
0.12941199656257465,12
0.13471348726329696,12
0.1370574837221738,12
0.1330313717037898,12
0.1283946534158244,12
0.12731678780569944,12
0.13595954902731114,12
0.13483039092460872,12
0.13494776247237958,12
0.12603420920534553,12
0.1320092546863654,12
0.13482559322163976,12
0.13047912623204166,12
0.12837952156571106,12
0.13216238388386398,12
0.13552857203854013,12
0.13416111374672615,12
0.1314274997222188,12
0.13769534602192743,12
0.13195516835785903,12
0.13319580174363296,12
0.1318936774601994,12
0.13442901458832637,12
0.1267272210607334,12
0.12117193108160736,12
0.12245585160120327,12
0.13100558613353905,12
0.13317471527226812,12
0.13003730069738964,12
0.12417514131319336,12
0.13319074674128029,12
0.13045889155055604,12
0.13244939631185387,12
0.13467753659929121,12
0.13852514634017968,12
0.13065454123632103,12
0.12350966012248683,12
0.13330866506845174,12
0.13254929802366325,12
0.1379180228913278,12
0.13904293373520973,12
0.12806050723129944,12
0.12922122012695275,12
0.13236484711708077,12
0.13487729836978524,12
0.13243339334708157,12
0.14104818165678928,12
0.1372129379174911,12
0.127704975599607,12
0.13390220334099037,12
0.12012020798339668,12
0.13196032052941897,12
0.1316626484504966,12
0.1369276266325998,12
0.13026743684554729,12
0.12905231606251832,12
0.14225104633523478,12
0.12269615064755905,12
0.12351770185498687,12
0.13253434103693978,12
0.13062310980322267,12
0.13198051619311418,12
0.12971461197465417,12
0.13808360443262135,12
0.12665383631174082,12
0.13551640456648292,12
0.1341709602552383,12
0.12585206647344496,12
0.12813793025726167,12
0.13325200220166492,12
0.13710867971329416,12
0.13190065063907289,12
0.12779774221865853,12
0.13141390265677158,12
0.13633670965658726,12
0.13849127979016812,12
0.13498524791853922,12
0.1292560575350119,12
0.12869276456484635,12
0.13433211538093684,12
0.14114384076036415,12
0.12647147009417703,12
0.1287424994463149,12
0.1308225284273563,12
0.1302895391101888,12
0.1317262152122794,12
0.13340268363391944,12
0.13405168812694027,12
0.11940156687696943,12
0.1331541069389477,12
0.1386299795916324,12
0.12998401200734322,12
0.1344559646480705,12
0.12845807973518333,12
0.13640728363800647,12
0.12558475846083367,12
0.12645970840316462,12
0.13163894570771814,12
0.1315950621698536,12
0.13631269116323116,12
0.13406386936192763,12
0.14116480713686172,12
0.12469304172769173,12
0.13722477478779402,12
0.13312834656819353,12
0.11985154187169854,12
0.1354581855351187,12
0.13420808291888608,12
0.13334207142827043,12
0.1361637223173508,12
0.1369261893180986,12
0.13064670790298635,12
0.13167169570068335,12
0.12937886815836583,12
0.1325558839923348,12
0.12146265971828248,12
0.13433580640495688,12
0.13354041208875517,12
0.1322849345836731,12
0.12905559225981217,12
0.12555079525296445,12
0.13353046844292796,12
0.1294232094189561,12
0.13066905378237947,12
0.1378028622767328,12
0.13498666916807045,12
0.12586638100436076,12
0.13113257326069117,12
0.1366031605390176,12
0.13544462239664823,12
0.13365475989120035,12
0.13114508311577514,12
0.1340588022195769,12
0.1255422608219454,12
0.12562729451690122,12
0.13437145562511313,12
0.13343416079952977,12
0.12450511335109676,12
