sil,n_clusters
0.09841972185876688,6
0.10594055792752097,6
0.11509015277452651,6
0.1122914832278674,6
0.11151048978962043,6
0.11159329673185718,6
0.11136050719600414,6
0.11224274616003371,6
0.10269112176451285,6
0.10670813523499453,6
0.11066926373617689,6
0.1120748658248329,6
0.10400466486653029,6
0.10861744001098611,6
0.09810385717986449,6
0.10907529365226071,6
0.11311284769704795,6
0.11321001864449474,6
0.11760918698198652,6
0.11849978421207774,6
0.12081578595958463,6
0.1105743777374548,6
0.10684981078117907,6
0.10719283512171573,6
0.11069596392055586,6
0.10751057076947601,6
0.10955421219067793,6
0.10537138217708583,6
0.10571034375575272,6
0.11206937810495368,6
0.11095920886043534,6
0.11170381973656701,6
0.1113183375833296,6
0.10993566540744419,6
0.10995341700593764,6
0.11911618992255213,6
0.11354706496630088,6
0.11242522880238455,6
0.10510970727436976,6
0.10274386440138364,6
0.11090106237601319,6
0.10265511322435115,6
0.11769836594913223,6
0.10735430563212855,6
0.12196828410890945,6
0.10860858378914348,6
0.10865413749539857,6
0.1030565855561332,6
0.11320514623200292,6
0.11618543110425611,6
0.10245181770226787,6
0.11952029372325026,6
0.11297920593932975,6
0.11593239709728459,6
0.12175396315224521,6
0.11692833887228353,6
0.11610798120467405,6
0.11964676560922759,6
0.12379588187749643,6
0.11201001361087977,6
0.1209022710620586,6
0.11731269741470066,6
0.11764489306568675,6
0.11024756268288374,6
0.09955642347307633,6
0.11473798276222563,6
0.10818286686845893,6
0.10691350343055354,6
0.11364403289987052,6
0.10847951720250092,6
0.10739105555968156,6
0.11029969553196853,6
0.10619068602551257,6
0.11768655170148733,6
0.11009348655474084,6
0.10001534707929803,6
0.11084741572893153,6
0.11768933015957174,6
0.10825931494720493,6
0.10869720712472321,6
0.11139001283248656,6
0.10322937999602272,6
0.10740119964611945,6
0.11474504305436586,6
0.12356316741516635,6
0.10794852623922195,6
0.1026953607570824,6
0.11558169316045203,6
0.11060046474385637,6
0.12152303489947204,6
0.1100107144659336,6
0.10459291868809342,6
0.10874441871192479,6
0.11210789993287713,6
0.11143414934430106,6
0.10710356083646706,6
0.10327906744667827,6
0.11576476814007466,6
0.107314006728076,6
0.11688481467808148,6
0.11274449446810436,6
0.1165641798047848,6
0.10502705034446919,6
0.10988748839055697,6
0.11784611155418896,6
0.10540640986505863,6
0.11271866179829836,6
0.10806691611887842,6
0.1197342599450427,6
0.11319795401435774,6
0.108129396204618,6
0.11028780868555813,6
0.11036086313032097,6
0.10734213615848945,6
0.10091585890215869,6
0.11518812536462723,6
0.11547727462692017,6
0.10981459472209801,6
0.11586043400576652,6
0.12717857967603852,6
0.11224808386574651,6
0.1087375735850324,6
0.1102932589224075,6
0.11401275206101345,6
0.11627846842852833,6
0.10509676822440606,6
0.11559364868587733,6
0.10696993240899248,6
0.11368547892849305,6
0.0971899782231987,6
0.1123922542323089,6
0.11036140424011052,6
0.10595863557464695,6
0.11780472007819771,6
0.11001616755938032,6
0.11312011842266703,6
0.10565698403696337,6
0.1058342210688598,6
0.11265185871748598,6
0.11615583695419925,6
0.12059394697187252,6
0.10623534215182308,6
0.10685255436793885,6
0.11291168963514528,6
0.1151979117934916,6
0.10303119812285286,6
0.10897580907671296,6
