sil,n_clusters
0.10865863579248168,7
0.11916389079127492,7
0.12643664117909284,7
0.12128334864580227,7
0.11820724779324038,7
0.12335349199953535,7
0.12081038916456664,7
0.1247313534493496,7
0.11632426034409944,7
0.11470120657271765,7
0.12200694184021751,7
0.12293638786556826,7
0.11603439226169411,7
0.120422095487201,7
0.10963123945275094,7
0.1190215109498651,7
0.12008990762532627,7
0.12435446410222811,7
0.12879177757051724,7
0.12789620009122601,7
0.12808522620241614,7
0.11949017944757707,7
0.11444892917865332,7
0.11464647808176444,7
0.12264072268298123,7
0.1177000340142016,7
0.1138750155060454,7
0.11445500120846835,7
0.11617881020707276,7
0.12080676801122713,7
0.11778149711622643,7
0.12160582778505827,7
0.12048046575616653,7
0.12045102560447474,7
0.12259413379696624,7
0.12995157771853627,7
0.12411444087005895,7
0.11904360942238003,7
0.11043002137835206,7
0.11258988065856043,7
0.1202444552672842,7
0.11388675876109253,7
0.12077829103062855,7
0.11726134620767048,7
0.12494807543594648,7
0.1194475373828887,7
0.11415566621603186,7
0.11498584668376967,7
0.12464611979754119,7
0.12214881688021675,7
0.11284963652373531,7
0.12855759340022035,7
0.11308682951616503,7
0.11882987212844309,7
0.1305870113162275,7
0.12694719143848307,7
0.12533313368052482,7
0.1189198615405218,7
0.13110964952194537,7
0.11966745981179366,7
0.12940641859002192,7
0.12993031058939725,7
0.12534821004703187,7
0.11976060430453395,7
0.1094439350845386,7
0.12365734960457175,7
0.11893353394478318,7
0.11655511759806411,7
0.12353711826634121,7
0.1197476979195263,7
0.1192113887562906,7
0.11852613694441623,7
0.11460462732187451,7
0.12743258751556802,7
0.12201909181654343,7
0.1120059807432487,7
0.12185828355890413,7
0.12861511523031147,7
0.11759593929963205,7
0.11664495230932723,7
0.12292302878904061,7
0.1133063070775887,7
0.11800220562958788,7
0.12624423868583476,7
0.13104894917051987,7
0.11730791842613643,7
0.11179788125678496,7
0.12381963020725861,7
0.12187002626586564,7
0.13188503419607545,7
0.12018727118256457,7
0.11353922198918363,7
0.11942444559677065,7
0.12435278682176576,7
0.12269432242847766,7
0.11873974065964868,7
0.1146710744049065,7
0.12541970400674138,7
0.12051655239120138,7
0.1259748099557449,7
0.12063344254266141,7
0.12505840469414628,7
0.11354534939108389,7
0.11573888948679224,7
0.128331746806242,7
0.11771073848998652,7
0.12533059695361365,7
0.1156312778935057,7
0.12650264238421716,7
0.1228773833200833,7
0.11717082637228579,7
0.11968725405335776,7
0.1213071042032601,7
0.11813299563074879,7
0.11212767921996468,7
0.12593835055471994,7
0.1250402525984741,7
0.1218724931222945,7
0.1260782796234772,7
0.1084703529853613,7
0.12683674061108727,7
0.11994290156154945,7
0.12032780693940603,7
0.12545893990713752,7
