,score,num_features,feature,region,boot_n
0,0.5312437488878133,0,topic11,0,0
1,0.5500621525196534,1,topic39,0,0
2,0.5650563655114893,2,topic30,0,0
3,0.5693336931828576,3,topic19,0,0
4,0.5723833030444392,4,topic36,0,0
5,0.5758278758234339,5,topic6,0,0
6,0.5786683000217864,6,topic34,0,0
7,0.5780831365698585,7,topic35,0,0
8,0.5787661750386252,8,topic15,0,0
9,0.5798829298902531,9,topic29,0,0
10,0.585056354597509,10,topic9,0,0
11,0.5854776752972345,11,topic18,0,0
12,0.5862878528022113,12,topic24,0,0
13,0.5859761360102314,13,topic37,0,0
14,0.586045603495301,14,topic28,0,0
15,0.5857988144922691,15,topic1,0,0
16,0.5860148894756799,16,topic25,0,0
17,0.5864456325784602,17,topic27,0,0
18,0.5865158832715498,18,topic7,0,0
19,0.5846717807499838,19,topic8,0,0
20,0.5858097108023875,20,topic4,0,0
21,0.5804713602603058,21,topic20,0,0
22,0.5280589116842292,0,topic11,0,1
23,0.5463649452006478,1,topic39,0,1
24,0.5565848736157986,2,topic30,0,1
25,0.5599134903403884,3,topic34,0,1
26,0.5649748672236075,4,topic35,0,1
27,0.5672959843526186,5,topic29,0,1
28,0.5685536009862521,6,topic15,0,1
29,0.5706017677810629,7,topic7,0,1
30,0.5717356459202118,8,topic4,0,1
31,0.5754186580252431,9,topic9,0,1
32,0.5756469066352075,10,topic18,0,1
33,0.5771160555440217,11,topic19,0,1
34,0.5776841229241065,12,topic25,0,1
35,0.5772554491619977,13,topic24,0,1
36,0.5775779757169692,14,topic37,0,1
37,0.5773619757141113,15,topic36,0,1
38,0.5774234944445733,16,topic28,0,1
39,0.576574132746468,17,topic6,0,1
40,0.5745127932738242,18,topic8,0,1
41,0.5739317079676644,19,topic1,0,1
42,0.5754210001263114,20,topic20,0,1
43,0.5757784203057827,21,topic27,0,1
44,0.5351342528959103,0,topic11,0,2
45,0.5532696364904984,1,topic39,0,2
46,0.5671070549458737,2,topic30,0,2
47,0.5701651625806324,3,topic6,0,2
48,0.5714887574450827,4,topic27,0,2
49,0.5734060508297808,5,topic34,0,2
50,0.5774481413711751,6,topic9,0,2
51,0.5786150768512566,7,topic29,0,2
52,0.5806063719024754,8,topic15,0,2
53,0.5805275815793958,9,topic36,0,2
54,0.5803638082241244,10,topic8,0,2
55,0.5805420692438237,11,topic18,0,2
56,0.5798962355148005,12,topic1,0,2
57,0.5814782840850261,13,topic4,0,2
58,0.5818173511297546,14,topic19,0,2
